   3.111821E-02   3.686006E-02   4.323735E-02   5.013526E-02   5.737185E-02   6.469968E-02   7.181751E-02   7.839243E-02   8.409086E-02   8.864634E-02   9.199859E-02   9.376864E-02   9.832274E-02   9.691254E-02   9.413904E-02   9.026151E-02   8.558157E-02   8.041089E-02   7.504369E-02   6.973717E-02   6.470104E-02   6.009521E-02   5.603403E-02   5.259488E-02   4.982899E-02   4.671576E-02   4.556771E-02   4.519026E-02   4.564134E-02   4.701380E-02   4.944838E-02   5.315057E-02   5.841340E-02   7.003466E-02   8.109112E-02   9.557253E-02   1.284767E-01   1.489349E-01   1.843491E-01   2.423279E-01   2.927425E-01   3.572947E-01   4.390760E-01   5.411970E-01   6.662750E-01   8.156542E-01   1.090898E+00   1.311361E+00   1.995560E+00   2.116955E+00   2.343429E+00   2.674956E+00   2.744008E+00   2.697348E+00   2.540787E+00   2.295939E+00   1.994661E+00   1.671488E+00   1.049572E+00   7.917507E-01   4.079744E-01   3.748574E-01   2.737637E-01   2.008843E-01   1.146205E-01   8.822410E-02   6.971433E-02   5.680351E-02   4.789340E-02   4.189239E-02   3.807327E-02   3.596975E-02   3.530444E-02   4.102375E-02   4.302888E-02   4.632039E-02   5.094863E-02   5.696964E-02   6.440280E-02   7.317659E-02   8.306549E-02   9.362812E-02   1.041669E-01   1.137358E-01   1.165482E-01   1.099909E-01   1.106121E-01   1.080445E-01   1.093245E-01   1.009460E-01   9.064786E-02   7.918025E-02   6.732974E-02   5.580839E-02   4.517331E-02   3.578782E-02   2.782334E-02   2.129103E-02   1.608798E-02   1.204514E-02
   3.454250E-02   4.067170E-02   4.742235E-02   5.466259E-02   6.219439E-02   6.975734E-02   7.704259E-02   8.371670E-02   8.945281E-02   9.408704E-02   9.736541E-02   9.905098E-02   9.824107E-02   1.011117E-01   9.836951E-02   9.457206E-02   9.001312E-02   8.499392E-02   7.979844E-02   7.467585E-02   6.983140E-02   6.542474E-02   6.157424E-02   5.836513E-02   5.586013E-02   5.324192E-02   5.243176E-02   5.247944E-02   5.346981E-02   5.552823E-02   5.883572E-02   6.364847E-02   7.032365E-02   7.935409E-02   9.677534E-02   1.140819E-01   1.366346E-01   1.731455E-01   2.136758E-01   2.670492E-01   3.370853E-01   4.126166E-01   5.076600E-01   6.254025E-01   7.682793E-01   1.006141E+00   1.221238E+00   1.457163E+00   1.933599E+00   2.248720E+00   2.469251E+00   2.612129E+00   2.805458E+00   2.740857E+00   2.569360E+00   2.313853E+00   2.006258E+00   1.423641E+00   1.112633E+00   8.487313E-01   5.687301E-01   4.213497E-01   3.114625E-01   1.866823E-01   1.417360E-01   1.096961E-01   8.697638E-02   7.095206E-02   5.975557E-02   5.208868E-02   4.706958E-02   4.411767E-02   4.764119E-02   4.792961E-02   4.962763E-02   5.270407E-02   5.716993E-02   6.304360E-02   7.030857E-02   7.886196E-02   8.845650E-02   9.864581E-02   1.087506E-01   1.130252E-01   1.185725E-01   1.137212E-01   1.142441E-01   1.117496E-01   1.111351E-01   1.032149E-01   9.338829E-02   8.232925E-02   7.076407E-02   5.937126E-02   4.870330E-02   3.914341E-02   3.089872E-02   2.402176E-02   1.844857E-02   1.404129E-02
   3.806623E-02   4.457009E-02   5.167471E-02   5.923132E-02   6.702632E-02   7.478768E-02   8.220093E-02   8.893428E-02   9.467020E-02   9.913883E-02   1.024934E-01   1.040737E-01   1.033719E-01   1.018235E-01   1.023230E-01   9.862818E-02   9.422349E-02   8.939976E-02   8.443050E-02   7.955649E-02   7.497808E-02   7.085435E-02   6.730758E-02   6.443144E-02   6.230127E-02   6.032317E-02   5.999390E-02   6.063025E-02   6.235023E-02   6.531982E-02   6.977061E-02   7.602241E-02   8.451268E-02   9.583512E-02   1.156274E-01   1.364672E-01   1.634752E-01   2.026666E-01   2.495631E-01   3.108032E-01   3.910783E-01   4.800670E-01   5.912426E-01   7.277952E-01   8.918273E-01   1.142775E+00   1.377485E+00   1.630633E+00   2.072424E+00   2.409590E+00   2.623325E+00   2.753069E+00   2.780136E+00   2.809887E+00   2.620943E+00   2.352015E+00   1.850306E+00   1.502350E+00   1.185764E+00   9.143686E-01   6.330021E-01   4.746400E-01   3.550303E-01   2.279551E-01   1.743375E-01   1.356565E-01   1.079158E-01   8.812916E-02   7.413191E-02   6.439187E-02   5.784814E-02   5.378479E-02   5.609387E-02   5.575562E-02   5.698137E-02   5.968793E-02   6.384008E-02   6.941396E-02   7.635503E-02   8.452949E-02   9.367169E-02   1.033361E-01   1.084637E-01   1.149509E-01   1.138230E-01   1.167340E-01   1.171513E-01   1.177337E-01   1.126355E-01   1.052230E-01   9.593812E-02   8.537413E-02   7.419041E-02   6.302289E-02   5.241034E-02   4.274854E-02   3.427562E-02   2.708426E-02   2.115104E-02   1.637289E-02
   4.159900E-02   4.845845E-02   5.589250E-02   6.373568E-02   7.175972E-02   7.968235E-02   8.718522E-02   9.394024E-02   9.964112E-02   1.040354E-01   1.069520E-01   1.087453E-01   1.081437E-01   1.065679E-01   1.037963E-01   1.023623E-01   9.813863E-02   9.354738E-02   8.885207E-02   8.428539E-02   8.004307E-02   7.628392E-02   7.313471E-02   7.069851E-02   6.906508E-02   6.832247E-02   6.818418E-02   6.959974E-02   7.227510E-02   7.642703E-02   8.235075E-02   9.044627E-02   1.012520E-01   1.154878E-01   1.381608E-01   1.634288E-01   1.960109E-01   2.386383E-01   2.934921E-01   3.645397E-01   4.559906E-01   5.626256E-01   6.935171E-01   8.528241E-01   1.077076E+00   1.308378E+00   1.565601E+00   1.955951E+00   2.245694E+00   2.509926E+00   2.811221E+00   2.925621E+00   2.932260E+00   2.907713E+00   2.698226E+00   2.412586E+00   1.948113E+00   1.594620E+00   1.270389E+00   9.898063E-01   7.059682E-01   5.355067E-01   4.051423E-01   2.766325E-01   2.130572E-01   1.666447E-01   1.329821E-01   1.087016E-01   9.131476E-02   7.902842E-02   7.057724E-02   6.885787E-02   6.569148E-02   6.450820E-02   6.506758E-02   6.722503E-02   7.089248E-02   7.599960E-02   8.245228E-02   9.008688E-02   9.862286E-02   1.040638E-01   1.105605E-01   1.163106E-01   1.164318E-01   1.190060E-01   1.208160E-01   1.184863E-01   1.138047E-01   1.069404E-01   9.825818E-02   8.826932E-02   7.756088E-02   6.671829E-02   5.625750E-02   4.657830E-02   3.794367E-02   3.048321E-02   2.421394E-02   1.907003E-02
   4.503428E-02   5.222506E-02   5.996032E-02   6.805849E-02   7.627766E-02   8.432655E-02   9.188438E-02   9.862829E-02   1.042646E-01   1.085593E-01   1.113634E-01   1.129813E-01   1.124672E-01   1.108649E-01   1.081240E-01   1.045154E-01   1.016895E-01   9.735854E-02   9.297515E-02   8.876509E-02   8.492040E-02   8.160055E-02   7.893805E-02   7.704709E-02   7.603434E-02   7.601117E-02   7.688595E-02   7.929349E-02   8.318217E-02   8.883239E-02   9.661978E-02   1.070460E-01   1.207771E-01   1.386920E-01   1.649103E-01   1.957302E-01   2.352990E-01   2.859575E-01   3.472404E-01   4.305698E-01   5.368288E-01   6.708141E-01   8.190753E-01   1.006014E+00   1.250750E+00   1.509787E+00   1.792903E+00   2.163760E+00   2.460402E+00   2.723080E+00   3.039565E+00   3.135726E+00   3.118235E+00   3.038186E+00   2.804360E+00   2.429875E+00   2.064455E+00   1.702420E+00   1.368067E+00   1.019775E+00   7.885599E-01   6.047196E-01   4.336738E-01   3.333001E-01   2.584122E-01   2.031031E-01   1.625421E-01   1.329632E-01   1.115305E-01   9.616342E-02   8.536692E-02   8.098510E-02   7.642983E-02   7.415289E-02   7.382712E-02   7.523703E-02   7.823504E-02   8.270059E-02   8.849889E-02   9.543783E-02   1.007538E-01   1.065453E-01   1.121610E-01   1.171334E-01   1.183246E-01   1.205402E-01   1.209841E-01   1.188815E-01   1.146291E-01   1.083430E-01   1.003136E-01   9.097063E-02   8.082556E-02   7.040692E-02   6.019920E-02   5.059715E-02   4.188094E-02   3.421214E-02   2.764635E-02   2.215578E-02
   4.825491E-02   5.574890E-02   6.375533E-02   7.207736E-02   8.046037E-02   8.860510E-02   9.618944E-02   1.028965E-01   1.084459E-01   1.126225E-01   1.152995E-01   1.164495E-01   1.162655E-01   1.146362E-01   1.119315E-01   1.084251E-01   1.044064E-01   1.007616E-01   9.671608E-02   9.289920E-02   8.950099E-02   8.668326E-02   8.458613E-02   8.333736E-02   8.306389E-02   8.390503E-02   8.593355E-02   8.955985E-02   9.494445E-02   1.024478E-01   1.125476E-01   1.258745E-01   1.432576E-01   1.657779E-01   1.948313E-01   2.341741E-01   2.825013E-01   3.440959E-01   4.129103E-01   5.116775E-01   6.365127E-01   7.922329E-01   9.735867E-01   1.203501E+00   1.463701E+00   1.755400E+00   2.068317E+00   2.420389E+00   2.725116E+00   2.985869E+00   3.316237E+00   3.390372E+00   3.344062E+00   3.181703E+00   2.943044E+00   2.578482E+00   2.202063E+00   1.827919E+00   1.480490E+00   1.128968E+00   8.816879E-01   6.829965E-01   5.143545E-01   3.983225E-01   3.107273E-01   2.453089E-01   1.968203E-01   1.610846E-01   1.348972E-01   1.158654E-01   1.040149E-01   9.451162E-02   8.824752E-02   8.460580E-02   8.315937E-02   8.361218E-02   8.575071E-02   8.940068E-02   9.438565E-02   9.922014E-02   1.037790E-01   1.085879E-01   1.132857E-01   1.174615E-01   1.195168E-01   1.208329E-01   1.208019E-01   1.189218E-01   1.151036E-01   1.094144E-01   1.020756E-01   9.343713E-02   8.393445E-02   7.403435E-02   6.418221E-02   5.475875E-02   4.605279E-02   3.825135E-02   3.144477E-02   2.564250E-02
   5.114092E-02   5.890755E-02   6.715509E-02   7.567224E-02   8.419253E-02   9.240948E-02   1.000000E-01   1.066534E-01   1.121023E-01   1.161501E-01   1.186917E-01   1.197217E-01   1.193324E-01   1.178202E-01   1.151525E-01   1.117532E-01   1.079118E-01   1.039084E-01   1.000000E-01   9.659759E-02   9.367854E-02   9.140921E-02   8.993982E-02   8.941485E-02   8.998564E-02   9.182511E-02   9.514457E-02   1.001887E-01   1.073642E-01   1.171029E-01   1.300116E-01   1.468862E-01   1.687640E-01   1.969853E-01   2.332606E-01   2.795655E-01   3.388513E-01   4.141600E-01   5.081399E-01   6.111647E-01   7.593853E-01   9.424068E-01   1.163985E+00   1.425647E+00   1.725241E+00   2.053198E+00   2.399423E+00   2.736506E+00   3.050269E+00   3.308118E+00   3.467438E+00   3.542763E+00   3.616698E+00   3.416069E+00   3.118602E+00   2.756270E+00   2.363951E+00   1.973468E+00   1.558274E+00   1.251564E+00   9.861884E-01   7.709468E-01   6.049958E-01   4.717512E-01   3.700507E-01   2.932989E-01   2.358343E-01   1.930585E-01   1.613793E-01   1.380703E-01   1.214130E-01   1.093237E-01   1.010154E-01   9.572754E-02   9.291980E-02   9.220594E-02   9.330023E-02   9.597127E-02   1.000000E-01   1.029109E-01   1.064049E-01   1.101980E-01   1.139657E-01   1.173471E-01   1.189888E-01   1.203341E-01   1.202837E-01   1.186185E-01   1.152315E-01   1.101468E-01   1.035223E-01   9.563317E-02   8.683963E-02   7.754428E-02   6.814722E-02   5.900677E-02   5.041155E-02   4.256616E-02   3.559037E-02   2.940341E-02
   5.357873E-02   6.158639E-02   7.004632E-02   7.873378E-02   8.737108E-02   9.564476E-02   1.032306E-01   1.098234E-01   1.151679E-01   1.190848E-01   1.214894E-01   1.223976E-01   1.219208E-01   1.203757E-01   1.177415E-01   1.144466E-01   1.107818E-01   1.070270E-01   1.034382E-01   9.978169E-02   9.735573E-02   9.566080E-02   9.486015E-02   9.511855E-02   9.661656E-02   9.956729E-02   1.042360E-01   1.109161E-01   1.201733E-01   1.325387E-01   1.487830E-01   1.699128E-01   1.972330E-01   2.324174E-01   2.775828E-01   3.326568E-01   4.055990E-01   4.980691E-01   6.066979E-01   7.502471E-01   9.267296E-01   1.128023E+00   1.380070E+00   1.699706E+00   2.022533E+00   2.388918E+00   2.766272E+00   3.125060E+00   3.448441E+00   3.701589E+00   3.767652E+00   3.816841E+00   3.750375E+00   3.697418E+00   3.348672E+00   2.967415E+00   2.473473E+00   2.057342E+00   1.677558E+00   1.388631E+00   1.102753E+00   8.689998E-01   7.052105E-01   5.532338E-01   4.360708E-01   3.467961E-01   2.793319E-01   2.286473E-01   1.907464E-01   1.625489E-01   1.402960E-01   1.252142E-01   1.145298E-01   1.073209E-01   1.029210E-01   1.008443E-01   1.007269E-01   1.035906E-01   1.044614E-01   1.062214E-01   1.086210E-01   1.113922E-01   1.142411E-01   1.168497E-01   1.184340E-01   1.195288E-01   1.194517E-01   1.179908E-01   1.150249E-01   1.105411E-01   1.046407E-01   9.753002E-02   8.949751E-02   8.088104E-02   7.203116E-02   6.327659E-02   5.489700E-02   4.710631E-02   3.849133E-02   3.226004E-02
   5.547099E-02   6.368789E-02   7.233385E-02   8.117157E-02   8.991257E-02   9.823625E-02   1.058164E-01   1.123520E-01   1.175979E-01   1.213904E-01   1.236632E-01   1.244522E-01   1.238872E-01   1.222850E-01   1.196763E-01   1.164755E-01   1.129765E-01   1.094604E-01   1.061844E-01   1.033784E-01   1.004503E-01   9.933313E-02   9.921701E-02   1.002908E-01   1.027694E-01   1.069131E-01   1.130511E-01   1.216098E-01   1.330404E-01   1.484097E-01   1.685203E-01   1.946464E-01   2.284357E-01   2.719926E-01   3.279605E-01   3.940762E-01   4.839289E-01   5.850578E-01   7.255971E-01   9.004693E-01   1.114634E+00   1.371776E+00   1.649015E+00   2.005353E+00   2.392355E+00   2.803409E+00   3.217478E+00   3.607257E+00   3.934596E+00   4.015463E+00   4.150679E+00   4.167959E+00   4.063898E+00   3.847550E+00   3.624590E+00   3.121994E+00   2.662642E+00   2.221076E+00   1.818763E+00   1.467817E+00   1.231836E+00   9.773203E-01   8.140898E-01   6.419368E-01   5.080461E-01   4.051491E-01   3.267400E-01   2.673425E-01   2.225412E-01   1.853659E-01   1.603302E-01   1.418776E-01   1.285118E-01   1.191338E-01   1.129379E-01   1.093305E-01   1.105535E-01   1.089267E-01   1.085367E-01   1.091208E-01   1.104259E-01   1.121949E-01   1.141585E-01   1.160497E-01   1.175975E-01   1.184441E-01   1.183349E-01   1.170655E-01   1.145042E-01   1.106071E-01   1.054266E-01   9.910740E-02   9.187104E-02   8.399234E-02   7.577006E-02   6.749766E-02   5.943816E-02   4.861066E-02   4.148358E-02   3.513344E-02
   6.217935E-02   6.996180E-02   7.394843E-02   8.292117E-02   9.175944E-02   1.001348E-01   1.077176E-01   1.142090E-01   1.193714E-01   1.230540E-01   1.252068E-01   1.258836E-01   1.252316E-01   1.234729E-01   1.209591E-01   1.178356E-01   1.144820E-01   1.111822E-01   1.081965E-01   1.057592E-01   1.040831E-01   1.023410E-01   1.028980E-01   1.047880E-01   1.082651E-01   1.136439E-01   1.213277E-01   1.318433E-01   1.455879E-01   1.642957E-01   1.887734E-01   2.206317E-01   2.619548E-01   3.154007E-01   3.842960E-01   4.726981E-01   5.748483E-01   6.957999E-01   8.681252E-01   1.082337E+00   1.343925E+00   1.656419E+00   1.982826E+00   2.403186E+00   2.849436E+00   3.314198E+00   3.771375E+00   4.189003E+00   4.526208E+00   4.523987E+00   4.631179E+00   4.608589E+00   4.457302E+00   4.191047E+00   3.952621E+00   3.386581E+00   2.889788E+00   2.415176E+00   1.983962E+00   1.607878E+00   1.373555E+00   1.173343E+00   9.301439E-01   7.364938E-01   5.847611E-01   4.672949E-01   3.771362E-01   3.083442E-01   2.560675E-01   2.107816E-01   1.810547E-01   1.589129E-01   1.426144E-01   1.308674E-01   1.227171E-01   1.216068E-01   1.168737E-01   1.138381E-01   1.121708E-01   1.115872E-01   1.118267E-01   1.126379E-01   1.137684E-01   1.153853E-01   1.165067E-01   1.171126E-01   1.169677E-01   1.158757E-01   1.136971E-01   1.103633E-01   1.058856E-01   1.003546E-01   9.393162E-02   8.683188E-02   7.930217E-02   6.738753E-02   5.922367E-02   5.150094E-02   4.437902E-02   3.795741E-02
