time,0_1_1,0_1_8,0_1_15,0_1_22,0_1_29,0_1_36,0_1_43,0_1_50,0_1_57,0_1_64,0_1_71,0_1_78,0_1_85,0_1_92,0_8_1,0_8_8,0_8_15,0_8_22,0_8_29,0_8_36,0_8_43,0_8_50,0_8_57,0_8_64,0_8_71,0_8_78,0_8_85,0_8_92,0_15_1,0_15_8,0_15_15,0_15_22,0_15_29,0_15_36,0_15_43,0_15_50,0_15_57,0_15_64,0_15_71,0_15_78,0_15_85,0_15_92,0_22_1,0_22_8,0_22_15,0_22_22,0_22_29,0_22_36,0_22_43,0_22_50,0_22_57,0_22_64,0_22_71,0_22_78,0_22_85,0_22_92,0_29_1,0_29_8,0_29_15,0_29_22,0_29_29,0_29_36,0_29_43,0_29_50,0_29_57,0_29_64,0_29_71,0_29_78,0_29_85,0_29_92,0_36_1,0_36_8,0_36_15,0_36_22,0_36_29,0_36_36,0_36_43,0_36_50,0_36_57,0_36_64,0_36_71,0_36_78,0_36_85,0_36_92,0_43_1,0_43_8,0_43_15,0_43_22,0_43_29,0_43_36,0_43_43,0_43_50,0_43_57,0_43_64,0_43_71,0_43_78,0_43_85,0_43_92,0_50_1,0_50_8,0_50_15,0_50_22,0_50_29,0_50_36,0_50_43,0_50_50,0_50_57,0_50_64,0_50_71,0_50_78,0_50_85,0_50_92,0_57_1,0_57_8,0_57_15,0_57_22,0_57_29,0_57_36,0_57_43,0_57_50,0_57_57,0_57_64,0_57_71,0_57_78,0_57_85,0_57_92,0_64_1,0_64_8,0_64_15,0_64_22,0_64_29,0_64_36,0_64_43,0_64_50,0_64_57,0_64_64,0_64_71,0_64_78,0_64_85,0_64_92,0_71_1,0_71_8,0_71_15,0_71_22,0_71_29,0_71_36,0_71_43,0_71_50,0_71_57,0_71_64,0_71_71,0_71_78,0_71_85,0_71_92,0_78_1,0_78_8,0_78_15,0_78_22,0_78_29,0_78_36,0_78_43,0_78_50,0_78_57,0_78_64,0_78_71,0_78_78,0_78_85,0_78_92,0_85_1,0_85_8,0_85_15,0_85_22,0_85_29,0_85_36,0_85_43,0_85_50,0_85_57,0_85_64,0_85_71,0_85_78,0_85_85,0_85_92,0_92_1,0_92_8,0_92_15,0_92_22,0_92_29,0_92_36,0_92_43,0_92_50,0_92_57,0_92_64,0_92_71,0_92_78,0_92_85,0_92_92
1.000000000000,9.837670604,8.713622137,7.651227544,6.581200117,5.637985317,5.025586039,4.869695638,4.837975339,4.816380102,4.690428752,4.087671203,3.186906105,2.193748472,1.138271151,9.831540074,8.670707264,7.642814396,6.485216766,5.439992033,4.970168533,4.866991720,4.840571390,4.814449619,4.712402772,4.248572317,3.285076717,2.217513892,1.118738915,9.830227441,8.660264024,7.610881971,6.352697469,5.284449855,4.925586547,4.864845767,4.842140908,4.815970634,4.727704119,4.350666283,3.426194412,2.236829784,1.017192408,9.837211436,8.700083892,7.614439590,6.364774198,5.235748831,4.907646022,4.867115390,4.841097189,4.815472527,4.732348960,4.349618865,3.398543928,2.183999697,1.014000624,9.840243267,8.731628196,7.684579383,6.511345384,5.347254385,4.926844606,4.870208045,4.838732906,4.807745771,4.696108110,4.196911040,3.168076766,2.037598943,0.9902244159,9.840668547,8.777290970,7.768477670,6.732120267,5.703386510,5.072638659,4.886713846,4.829439133,4.757375979,4.513006873,3.808301927,2.805573054,1.813262539,0.9171733247,9.857018711,8.831507182,7.820853642,6.898001111,6.087271919,5.446809583,5.013316247,4.757930192,4.496098938,4.008192363,3.252405608,2.421423469,1.607366171,0.8305391554,9.836669549,8.771148864,7.807775876,6.966952373,6.293232591,5.747117363,5.223034401,4.676489975,4.089173622,3.391784180,2.655401976,1.984180560,1.356746693,0.7037195926,9.818441933,8.617094795,7.542281532,6.760652015,6.322491908,5.964848382,5.444911766,4.702195074,3.785399773,2.839471624,2.030673561,1.473605907,1.107762005,0.6854212930,9.825763417,8.319996399,7.048725110,6.488698220,6.297192404,6.152730885,5.782534877,4.849064063,3.444305166,2.171895746,1.474689062,1.174602136,1.011207843,0.7868436593,9.745269015,7.900560836,6.709127014,6.374869503,6.275857364,6.204509629,6.021088094,5.155816322,3.140283139,1.666105049,1.233386019,1.092861694,0.9890433577,0.8160647498,9.697237297,7.592453052,6.610419030,6.349922401,6.264300879,6.202459200,6.083257169,5.375086902,2.959836778,1.490503466,1.184106307,1.081815592,0.9890088374,0.8163979869,9.695465016,7.628742901,6.633456064,6.355524912,6.262814777,6.193920543,6.067391478,5.341502049,2.969117745,1.504876683,1.186297497,1.081144736,0.9903050427,0.8016816153,9.781709874,7.992818709,6.732476734,6.368320884,6.272262062,6.198944988,5.964852437,4.975654311,3.150974032,1.690604884,1.202750643,1.072514321,0.9792586592,0.7937532792
